,bedrooms,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,bat_bed,sqft_floors
425,4,0,0,3,7,1200,240,98034,397000,0.5,1200.0
426,3,0,0,3,8,2200,0,98058,365000,0.6666666666666666,1100.0
427,4,0,0,3,9,2290,0,98042,328500,0.75,1145.0
428,4,0,0,3,11,4040,0,98052,988000,0.75,2020.0
429,4,0,0,5,8,1920,690,98103,1000000,0.5,960.0
430,3,0,0,3,7,1490,0,98055,237000,0.6666666666666666,745.0
431,4,0,0,3,8,2450,0,98011,525000,0.5,1225.0
432,4,0,0,3,9,1440,270,98006,749000,0.5,1440.0
433,5,0,0,3,10,3470,1400,98074,722500,0.4,1735.0
434,3,0,0,3,10,3130,0,98052,843000,0.6666666666666666,1565.0
435,2,0,0,3,8,1270,0,98115,438000,1.0,423.3333333333333
436,3,0,2,3,8,1540,580,98146,578000,0.6666666666666666,1540.0
437,3,0,0,5,7,1670,0,98001,227950,0.6666666666666666,1670.0
438,3,0,0,3,7,2070,0,98001,196000,0.6666666666666666,1035.0
439,2,0,0,3,8,1070,350,98105,641000,0.5,1070.0
440,3,0,0,4,6,1250,0,98038,350000,0.6666666666666666,1250.0
441,3,0,0,4,7,940,0,98032,205000,0.3333333333333333,940.0
442,3,0,0,3,7,1920,0,98072,400000,0.6666666666666666,1920.0
443,3,0,0,3,10,2610,935,98027,1030000,0.6666666666666666,2610.0
444,3,0,0,3,7,1260,0,98034,505000,0.6666666666666666,1260.0
445,5,0,0,3,7,1300,1040,98034,475000,0.4,1300.0
446,3,0,0,5,8,1440,1150,98028,520000,0.6666666666666666,1440.0
448,3,0,0,3,7,1220,0,98011,333500,0.6666666666666666,1220.0
449,3,0,0,4,6,1400,0,98038,232000,0.3333333333333333,1400.0
450,3,0,0,4,8,1710,650,98006,691100,1.0,1710.0
451,3,0,0,4,8,1870,0,98040,811000,0.6666666666666666,1870.0
452,3,0,0,3,9,2830,0,98028,551000,0.6666666666666666,1415.0
453,3,0,0,3,8,2260,0,98072,496500,0.6666666666666666,1130.0
454,3,1,3,4,9,1770,200,98070,705000,1.0,885.0
455,4,0,2,5,9,1770,1370,98055,578000,0.5,1770.0
456,3,0,0,5,7,1240,0,98042,255000,0.6666666666666666,1240.0
457,4,0,0,3,10,3450,0,98006,1050000,1.0,1725.0
458,3,0,0,4,8,2570,0,98042,348000,0.6666666666666666,1285.0
459,3,0,0,3,7,1510,0,98031,230000,0.6666666666666666,755.0
460,4,0,0,3,9,2390,0,98023,359500,0.5,1195.0
461,3,0,0,3,6,980,0,98133,330000,0.3333333333333333,980.0
462,1,0,0,2,4,430,0,98014,80000,1.0,430.0
463,3,0,0,3,7,1480,0,98133,465000,0.6666666666666666,1480.0
464,4,0,0,3,8,1850,0,98042,325000,0.5,925.0
465,3,0,0,4,7,1920,350,98168,340500,0.6666666666666666,1920.0
466,3,0,0,3,8,1810,0,98038,342500,0.6666666666666666,905.0
467,2,0,0,3,6,1610,0,98178,290900,1.0,805.0
468,3,0,0,3,10,3840,0,98074,868700,1.3333333333333333,1920.0
471,4,0,0,3,9,3390,0,98074,859900,0.75,1695.0
472,4,0,0,3,7,1890,0,98029,520000,0.5,945.0
473,3,0,2,3,9,1080,530,98118,460000,0.6666666666666666,540.0
474,3,0,0,3,7,850,200,98115,438924,0.6666666666666666,850.0
475,2,0,0,3,5,630,0,98126,315000,0.5,630.0
476,4,0,2,3,8,1780,1130,98033,590000,0.75,1780.0
477,4,0,0,3,7,850,850,98006,378500,0.5,850.0
478,3,0,0,4,9,1950,0,98042,328500,0.6666666666666666,975.0
479,3,0,0,4,8,2990,0,98005,849950,1.0,1495.0
480,3,0,2,3,7,900,450,98136,525000,0.6666666666666666,900.0
482,4,0,0,4,8,1460,700,98023,295000,0.5,1460.0
483,6,0,0,3,11,3860,1000,98006,1070000,0.6666666666666666,1930.0
484,2,0,0,3,6,890,0,98118,207950,1.0,890.0
485,4,0,0,3,9,2810,0,98075,699900,0.75,1405.0
487,4,0,0,4,7,960,620,98052,452000,0.5,960.0
488,3,0,1,4,7,1680,0,98055,370000,0.6666666666666666,1680.0
489,3,0,0,5,7,1300,0,98042,232000,0.6666666666666666,1300.0
490,5,0,0,4,7,2380,440,98034,669950,0.4,1190.0
491,3,0,0,3,7,1070,440,98034,397500,0.6666666666666666,1070.0
492,2,0,0,3,8,870,360,98112,490000,1.0,435.0
493,4,0,0,3,9,1710,400,98116,725000,0.5,855.0
494,3,0,2,4,7,1610,1470,98032,299000,1.0,1610.0
495,2,0,0,4,7,1190,300,98116,625000,1.0,595.0
496,3,0,0,3,7,2120,0,98065,437500,0.6666666666666666,1060.0
497,4,0,0,3,9,3180,0,98065,650000,0.5,1590.0
498,2,0,0,3,7,860,630,98117,475000,0.5,860.0
499,3,0,0,4,8,1930,0,98042,342000,0.6666666666666666,1930.0
501,3,0,0,4,7,1670,0,98055,280000,0.6666666666666666,1670.0
502,2,0,0,3,7,1330,0,98188,240000,1.0,1330.0
503,3,0,0,4,7,1210,0,98107,529000,0.3333333333333333,605.0
504,3,0,0,4,7,1030,160,98136,442000,0.3333333333333333,1030.0
505,2,0,0,4,7,820,720,98119,615000,0.5,820.0
507,4,0,0,4,8,1580,850,98052,585000,0.5,1580.0
508,4,0,0,3,8,2600,0,98059,480000,0.5,1300.0
509,5,0,0,4,9,4410,0,98053,1100000,0.8,2205.0
510,4,0,0,3,7,1330,0,98133,290000,0.25,665.0
511,3,0,0,5,7,950,950,98116,615000,0.6666666666666666,950.0
512,2,0,0,4,7,1100,0,98133,300000,0.5,1100.0
513,3,0,0,3,6,1580,400,98030,308000,0.3333333333333333,790.0
514,3,0,0,3,9,2400,0,98033,750000,0.6666666666666666,1200.0
516,4,0,0,3,10,3180,0,98059,890000,0.75,1590.0
517,3,0,0,5,6,1190,0,98058,288000,0.3333333333333333,1190.0
518,2,0,0,3,6,630,0,98178,190000,0.5,630.0
519,5,0,0,3,8,1520,1010,98133,515000,0.6,1520.0
520,4,0,0,4,5,1690,0,98055,235000,0.5,1690.0
521,2,0,0,3,6,940,0,98126,275000,0.5,940.0
522,2,0,0,4,7,1240,0,98004,727500,1.0,1240.0
523,4,0,0,3,7,3040,0,98053,650000,0.5,1520.0
525,4,0,0,3,6,1590,0,98125,365000,0.25,795.0
526,3,0,0,3,9,2500,0,98052,662000,0.6666666666666666,2500.0
527,3,0,0,3,7,1320,460,98038,270500,0.6666666666666666,1320.0
528,2,0,0,3,7,1360,0,98092,200000,1.0,680.0
529,4,0,0,3,10,4740,0,98075,970000,0.75,2370.0
530,3,0,0,4,7,1010,0,98198,160000,0.6666666666666666,1010.0
531,3,0,0,4,6,1040,0,98010,204000,0.3333333333333333,1040.0
532,3,0,0,4,7,1610,0,98058,358000,0.6666666666666666,805.0
533,4,0,0,3,7,1570,0,98011,452000,0.5,1570.0
534,2,0,0,4,7,1010,500,98103,595000,1.0,1010.0
535,3,0,0,3,7,1360,0,98042,249000,0.6666666666666666,1360.0
536,4,0,0,3,8,1970,0,98055,346900,0.5,985.0
538,4,0,0,3,7,1560,0,98056,280000,0.5,780.0
539,4,0,0,4,8,2270,50,98032,318888,0.5,2270.0
540,3,0,0,3,8,2120,0,98075,530000,0.6666666666666666,2120.0
541,3,0,0,4,8,2120,0,98031,375000,0.6666666666666666,1060.0
542,4,0,0,3,11,3350,0,98052,910000,0.5,1675.0
543,4,0,0,4,10,2380,0,98006,782000,0.5,1190.0
544,2,0,0,3,9,720,350,98106,259950,1.0,360.0
545,4,0,0,4,7,1560,740,98058,315000,0.75,1560.0
546,2,0,0,4,6,1320,0,98168,215000,0.5,1320.0
547,3,0,2,4,7,1140,1040,98040,705000,0.6666666666666666,1140.0
549,3,0,0,3,7,1790,0,98155,451000,0.6666666666666666,895.0
550,2,0,0,4,6,750,0,98055,261000,0.5,750.0
551,3,0,0,5,7,1300,0,98028,396000,0.6666666666666666,1300.0
552,4,0,3,3,9,2990,0,98059,725000,0.5,1495.0
554,4,0,0,3,7,1400,0,98188,238000,0.25,700.0
555,6,0,0,4,8,2750,0,98052,750000,0.3333333333333333,1375.0
556,4,0,0,3,7,2050,0,98042,331500,0.5,1025.0
557,4,0,0,3,7,1410,820,98065,460000,0.75,1410.0
558,4,0,0,4,8,2340,0,98092,404950,0.5,2340.0
559,3,0,0,3,9,2870,0,98103,880000,0.6666666666666666,1435.0
560,4,0,0,3,10,4120,0,98074,863000,0.5,2060.0
561,3,0,0,3,7,1370,710,98005,638700,0.6666666666666666,1370.0
562,3,0,0,3,7,1840,0,98053,435000,0.6666666666666666,920.0
563,3,0,0,4,6,1180,0,98178,260000,0.3333333333333333,590.0
564,5,0,0,5,7,1530,630,98105,671500,0.6,765.0
565,3,0,0,3,8,1180,0,98109,610000,0.3333333333333333,590.0
566,2,0,0,4,6,870,290,98014,405000,0.5,870.0
567,4,0,0,3,7,1830,0,98038,338900,0.5,915.0
568,4,0,0,3,10,3200,0,98075,720000,1.0,1600.0
569,5,0,0,4,7,1760,800,98108,442000,0.6,880.0
570,5,0,0,5,8,2550,0,98122,650000,0.6,1275.0
571,3,0,0,3,7,1040,290,98058,263500,0.6666666666666666,1040.0
572,2,0,0,4,7,1220,0,98038,300000,0.5,1220.0
573,3,0,0,3,7,1805,0,98002,266000,0.6666666666666666,902.5
574,4,0,2,3,9,4150,1900,98077,930000,1.0,2075.0
575,4,0,0,3,8,2320,0,98028,530000,0.5,1160.0
576,3,0,0,4,6,1384,0,98023,180000,0.3333333333333333,1384.0
577,3,0,0,3,9,2720,0,98065,619000,0.6666666666666666,1360.0
578,3,0,0,4,7,1820,0,98003,264000,0.6666666666666666,1820.0
579,2,0,4,4,7,1530,600,98116,730000,1.0,765.0
580,4,0,0,3,7,2060,0,98034,439000,0.5,1030.0
581,4,0,0,4,7,1080,340,98031,268500,0.5,1080.0
582,3,0,0,3,7,1510,0,98045,330000,0.6666666666666666,1510.0
583,3,0,0,3,8,1960,200,98122,640000,0.6666666666666666,980.0
584,3,0,0,4,11,3180,0,98074,900000,0.6666666666666666,1590.0
585,3,0,0,4,8,2110,0,98038,370000,0.6666666666666666,1055.0
586,3,0,0,5,8,1330,730,98144,685000,0.6666666666666666,665.0
587,3,0,0,3,7,1010,820,98053,505000,0.6666666666666666,1010.0
588,3,0,0,4,7,1820,0,98022,265000,0.6666666666666666,1820.0
589,3,0,0,3,8,1610,0,98055,290000,0.6666666666666666,805.0
590,4,0,0,3,7,1780,0,98038,296000,0.5,890.0
591,4,0,0,3,7,1840,0,98178,360000,0.5,920.0
592,3,0,0,3,7,990,470,98168,240500,0.6666666666666666,990.0
593,2,0,0,3,8,1400,0,98126,372500,1.0,700.0
594,3,0,2,3,9,3370,0,98045,595000,0.6666666666666666,1685.0
595,4,0,0,3,9,3590,0,98023,515000,0.75,1795.0
597,2,0,0,3,8,1670,0,98053,507000,1.0,1670.0
598,4,0,0,3,9,2420,0,98092,399950,0.5,2420.0
599,3,0,0,3,7,1430,0,98010,185000,0.6666666666666666,715.0
600,3,0,0,3,7,1440,0,98052,460000,0.6666666666666666,1440.0
601,3,0,0,3,7,1450,0,98029,435500,0.6666666666666666,725.0
602,4,0,0,5,8,2100,1450,98188,469000,0.75,2100.0
603,2,0,0,3,8,1110,160,98103,531000,1.5,555.0
604,2,0,0,3,7,940,0,98177,443500,0.5,940.0
605,3,0,0,3,7,1300,370,98042,223000,0.6666666666666666,1300.0
606,4,0,0,3,8,2400,700,98028,590000,1.0,1200.0
607,2,0,0,3,7,1100,0,98103,340000,1.0,366.6666666666667
608,3,0,0,4,8,1230,640,98199,650000,0.6666666666666666,1230.0
609,3,0,0,4,8,1930,0,98029,533600,0.6666666666666666,965.0
610,3,0,0,3,9,2540,0,98074,695000,1.0,1270.0
611,3,0,0,4,7,1280,0,98031,242000,0.6666666666666666,640.0
612,3,0,0,3,7,1280,540,98125,425000,0.6666666666666666,1280.0
613,3,0,0,3,7,1490,0,98052,525000,0.6666666666666666,745.0
614,3,0,0,3,8,1880,0,98029,485000,0.6666666666666666,940.0
615,3,0,0,3,7,1250,0,98045,175000,0.3333333333333333,1250.0
616,3,0,0,3,8,1440,0,98092,210000,0.6666666666666666,1440.0
617,3,0,0,3,7,1920,0,98031,260000,0.6666666666666666,960.0
618,3,0,0,3,7,1330,730,98116,577000,0.6666666666666666,1330.0
619,3,0,0,4,7,1210,0,98002,200000,0.6666666666666666,1210.0
620,2,0,0,4,7,940,820,98117,605000,1.0,940.0
621,3,0,0,4,6,990,0,98133,325000,0.3333333333333333,990.0
622,3,0,0,4,6,820,140,98178,289500,0.3333333333333333,820.0
623,3,0,0,3,9,1660,0,98144,559950,0.6666666666666666,553.3333333333334
624,3,0,1,4,8,1330,570,98115,1040000,0.6666666666666666,1330.0
625,3,0,0,3,7,990,280,98199,543500,0.6666666666666666,990.0
626,4,0,0,4,9,3250,0,98042,480000,0.5,1625.0
627,3,0,0,5,6,960,0,98022,218000,0.3333333333333333,960.0
628,2,0,0,4,7,960,370,98199,565000,1.0,960.0
629,3,0,0,5,7,1600,480,98056,426700,0.6666666666666666,1600.0
630,3,0,3,3,8,2130,560,98028,650000,0.6666666666666666,2130.0
631,2,0,0,3,7,770,120,98105,542000,0.5,770.0
632,3,0,0,3,7,1070,0,98052,415000,0.6666666666666666,1070.0
633,3,0,0,4,6,1200,0,98002,214000,0.3333333333333333,1200.0
634,3,0,0,5,7,1360,0,98188,245000,0.6666666666666666,680.0
635,3,0,0,3,8,2050,0,98003,314500,0.6666666666666666,2050.0
636,3,0,0,5,9,2000,1000,98116,1120000,0.6666666666666666,1000.0
637,2,0,0,3,7,800,500,98136,378000,1.0,800.0
638,4,0,0,3,7,1340,910,98001,305000,0.5,1340.0
639,5,0,0,4,8,1980,1760,98028,595000,0.6,1980.0
640,3,0,1,3,9,1530,130,98116,729500,0.6666666666666666,510.0
641,3,0,0,3,7,2360,0,98065,430000,0.6666666666666666,1180.0
642,3,0,0,3,7,1150,610,98038,240000,0.6666666666666666,1150.0
643,3,0,0,3,7,1680,0,98136,545000,0.6666666666666666,840.0
644,3,0,0,3,7,870,450,98105,530000,0.6666666666666666,870.0
645,1,0,0,3,6,870,0,98198,157000,1.0,870.0
646,4,0,0,3,6,1260,0,98146,425000,0.25,630.0
647,3,0,0,3,6,1000,0,98166,220000,0.3333333333333333,1000.0
648,4,0,0,4,8,1550,470,98077,521000,0.5,1550.0
649,3,0,2,3,7,1120,800,98118,325000,0.3333333333333333,1120.0
650,3,0,0,4,7,1380,770,98126,597500,0.6666666666666666,690.0
651,3,0,0,3,7,1470,0,98065,337000,0.6666666666666666,735.0
652,3,0,2,3,10,3180,0,98052,1000000,0.6666666666666666,1590.0
654,3,0,0,3,6,990,0,98105,495000,0.3333333333333333,990.0
655,4,0,0,3,8,1970,800,98052,748000,1.0,985.0
656,3,0,0,4,7,1250,0,98004,888000,0.6666666666666666,1250.0
657,3,0,0,3,7,1140,0,98045,269900,0.6666666666666666,1140.0
658,4,0,0,3,7,1550,700,98027,496500,0.5,1550.0
659,3,0,0,3,7,1640,0,98155,475000,0.6666666666666666,820.0
660,3,0,0,3,7,1255,0,98125,312000,0.6666666666666666,418.3333333333333
661,3,0,0,3,7,1290,0,98072,323000,0.3333333333333333,1290.0
662,3,0,0,3,7,1300,0,98059,331000,0.6666666666666666,1300.0
663,3,0,0,3,8,1220,0,98133,306000,0.6666666666666666,406.6666666666667
664,4,0,0,3,8,2630,0,98117,655000,0.5,876.6666666666666
665,3,0,0,4,8,1950,0,98003,290000,0.6666666666666666,1950.0
667,3,0,0,4,7,860,690,98115,460000,0.6666666666666666,860.0
668,4,0,0,4,7,850,850,98115,435000,0.5,850.0
669,4,0,0,5,8,1630,880,98006,664000,0.75,1630.0
670,4,0,3,4,8,1800,0,98102,865000,0.5,900.0
671,3,0,0,3,8,1200,600,98058,385000,0.6666666666666666,1200.0
672,3,0,0,3,7,1350,520,98034,497000,0.6666666666666666,1350.0
673,2,0,0,4,7,1010,0,98045,280000,0.5,1010.0
674,2,0,0,3,6,1120,0,98178,188000,1.0,1120.0
675,3,0,2,3,8,1200,890,98136,478500,0.3333333333333333,1200.0
677,3,0,0,4,7,970,470,98023,222000,0.6666666666666666,970.0
678,4,0,0,3,8,2580,0,98053,799000,0.75,1290.0
679,4,0,0,3,10,3190,0,98038,609900,0.5,1595.0
680,4,0,0,4,7,1750,630,98106,413000,1.0,875.0
681,4,0,0,3,7,1420,0,98115,400000,0.25,710.0
682,5,0,0,3,9,2990,0,98006,802541,0.6,1495.0
683,3,0,0,3,8,2680,0,98023,320000,0.6666666666666666,1340.0
684,4,0,0,3,7,2730,0,98065,507000,0.5,1365.0
685,3,0,0,3,6,1220,0,98115,387500,0.3333333333333333,1220.0
686,3,0,0,3,7,1500,0,98072,396000,0.3333333333333333,1500.0
687,3,0,1,3,8,1430,400,98055,373000,0.6666666666666666,1430.0
689,4,0,0,3,8,2470,0,98058,359900,0.5,1235.0
690,2,0,0,3,6,670,130,98115,410000,0.5,670.0
691,4,0,0,3,9,2900,0,98053,690000,0.5,1450.0
692,3,0,0,3,7,1410,0,98030,245000,0.6666666666666666,1410.0
693,5,0,1,5,8,1610,1220,98075,700000,0.4,1610.0
694,4,0,0,3,7,1100,580,98198,268000,0.5,1100.0
695,3,0,0,3,7,920,840,98042,225000,0.6666666666666666,920.0
696,4,0,0,3,8,2240,0,98004,980000,0.5,1120.0
697,2,0,2,3,5,1380,0,98106,795000,0.5,690.0
698,2,0,0,3,6,820,0,98118,195000,0.5,820.0
699,4,0,0,2,6,1730,450,98005,480000,0.5,1730.0
700,4,0,0,3,7,1100,300,98119,485000,0.5,1100.0
701,2,0,0,3,5,880,0,98188,130000,0.5,880.0
702,2,0,2,4,6,1060,0,98198,325000,0.5,1060.0
703,3,0,0,4,7,1530,0,98034,440000,0.6666666666666666,1530.0
704,4,0,3,3,8,1460,1020,98155,550000,0.5,1460.0
705,3,0,0,5,6,1490,0,98059,310000,0.6666666666666666,1490.0
706,3,0,2,4,9,3260,400,98022,530000,0.6666666666666666,1630.0
707,4,0,0,3,8,2340,0,98031,390000,0.5,1170.0
708,3,0,0,4,7,1450,0,98001,243000,0.6666666666666666,1450.0
709,4,0,0,3,9,2210,0,98074,639000,0.5,1105.0
710,4,0,0,4,7,1130,0,98003,215000,0.25,1130.0
711,5,0,0,3,7,1100,450,98011,405000,0.4,1100.0
712,4,0,0,5,7,1010,700,98032,250000,0.5,1010.0
713,3,0,0,5,7,1010,0,98155,405500,0.6666666666666666,1010.0
714,6,0,0,3,7,2660,0,98125,452000,0.3333333333333333,1330.0
715,6,0,0,3,7,2660,0,98125,730000,0.3333333333333333,1330.0
716,3,0,0,3,7,1300,0,98010,267000,0.6666666666666666,1300.0
717,3,0,0,3,7,1670,0,98038,289950,0.6666666666666666,835.0
718,2,0,0,5,7,960,0,98103,565000,0.5,960.0
720,3,0,0,3,8,1770,370,98052,636000,0.6666666666666666,885.0
721,5,0,0,3,8,1550,970,98178,350000,0.6,1550.0
722,3,0,0,5,7,1130,520,98058,320000,0.6666666666666666,1130.0
723,2,0,0,4,8,1440,0,98198,210000,1.0,1440.0
724,2,0,0,3,7,1050,0,98126,245000,0.5,1050.0
725,3,0,0,3,7,1130,340,98059,328000,0.6666666666666666,1130.0
726,4,0,0,3,11,4230,0,98077,985000,0.5,2115.0
727,3,0,3,5,8,1370,600,98055,501000,0.6666666666666666,1370.0
728,3,0,0,3,7,1540,0,98045,315000,0.6666666666666666,770.0
729,3,0,0,3,8,2090,0,98019,403000,1.0,1045.0
730,3,0,0,4,8,2110,270,98155,550000,0.6666666666666666,1055.0
731,4,0,0,3,9,2156,0,98030,347500,0.5,1078.0
732,4,0,0,4,8,2070,0,98058,365000,0.5,1035.0
733,3,0,0,4,8,1270,640,98117,588000,0.3333333333333333,1270.0
734,3,0,0,4,8,1260,660,98006,605000,0.6666666666666666,1260.0
736,3,0,0,3,7,1400,0,98001,233000,0.6666666666666666,1400.0
737,4,0,0,3,8,2210,0,98030,360000,0.5,1105.0
738,2,0,0,3,6,1020,150,98117,459000,1.0,1020.0
739,3,0,0,4,9,2100,0,98077,740000,0.6666666666666666,2100.0
740,3,0,0,3,7,1160,0,98077,305000,0.3333333333333333,1160.0
741,3,0,0,3,6,900,600,98117,395000,0.3333333333333333,900.0
742,4,0,0,3,8,2940,0,98011,560000,0.5,1470.0
743,4,0,1,4,7,1300,710,98116,650000,0.5,1300.0
744,3,0,0,3,7,2170,0,98028,449950,0.6666666666666666,1085.0
745,3,0,3,4,7,1250,180,98117,517500,0.6666666666666666,1250.0
746,4,0,0,3,7,1070,440,98034,435000,0.5,1070.0
747,3,0,0,3,6,800,350,98155,329999,0.3333333333333333,800.0
748,3,0,4,5,8,1140,1010,98116,950000,0.6666666666666666,1140.0
749,3,0,0,5,7,1230,140,98108,447000,0.3333333333333333,1230.0
750,2,0,0,3,8,2380,0,98053,699800,1.0,2380.0
751,3,0,0,5,7,770,600,98112,850000,0.6666666666666666,770.0
752,3,0,0,3,7,1070,530,98023,316500,0.6666666666666666,1070.0
753,5,0,2,4,9,2030,1720,98006,942500,0.8,2030.0
755,4,0,0,4,9,2400,0,98005,856600,0.5,2400.0
756,5,0,0,4,8,2830,0,98118,405600,0.4,1415.0
757,4,0,0,3,8,2440,0,98053,565000,0.5,1220.0
758,3,0,0,3,8,1050,140,98116,400000,0.6666666666666666,525.0
759,3,0,0,3,7,1400,0,98019,330000,0.6666666666666666,1400.0
760,4,0,0,3,7,2730,0,98038,374950,0.75,1365.0
761,3,0,0,5,7,1610,780,98056,405300,1.0,1610.0
762,3,0,0,3,8,2060,0,98074,560000,0.6666666666666666,1030.0
763,4,0,0,4,8,1290,1200,98004,824000,0.5,1290.0
764,3,0,0,5,7,1100,0,98042,260000,0.6666666666666666,1100.0
765,4,0,0,5,8,1470,960,98115,760000,0.5,1470.0
766,3,0,0,3,10,2360,810,98023,405000,0.6666666666666666,1180.0
767,4,0,0,3,8,2640,0,98058,429900,0.5,1320.0
768,3,0,0,4,7,1130,0,98056,341500,0.6666666666666666,1130.0
769,5,0,0,3,7,1940,0,98177,465250,0.4,970.0
770,2,0,0,3,7,1100,0,98117,450000,1.0,550.0
771,3,0,0,4,7,1200,0,98006,390000,0.3333333333333333,1200.0
772,3,0,0,4,8,1000,1000,98008,420000,0.6666666666666666,1000.0
773,3,0,0,3,8,1730,160,98168,269950,0.6666666666666666,865.0
774,4,0,0,3,7,1060,850,98122,493000,0.5,1060.0
775,4,0,0,3,9,2710,0,98092,370000,0.5,1355.0
777,3,0,0,5,7,1250,0,98059,305000,0.3333333333333333,1250.0
778,3,0,0,5,6,970,620,98034,400000,0.6666666666666666,485.0
779,3,0,0,3,8,1050,190,98133,320000,0.6666666666666666,525.0
780,4,0,0,4,7,2000,0,98103,715000,0.25,1000.0
781,6,0,0,4,8,3610,0,98008,650000,0.5,1805.0
782,5,0,0,4,8,1930,0,98023,218000,0.4,1930.0
783,2,0,0,3,7,1280,0,98117,500000,0.5,1280.0
784,4,0,0,4,7,2090,0,98027,460000,0.5,2090.0
785,3,0,0,4,7,1140,800,98003,232500,0.6666666666666666,1140.0
786,3,0,0,4,7,1800,0,98106,408200,0.6666666666666666,900.0
787,3,0,0,4,7,1400,330,98052,522000,0.6666666666666666,1400.0
788,4,0,0,3,9,2810,0,98074,675000,0.5,1405.0
790,4,0,0,3,6,1330,0,98168,249950,0.25,665.0
791,2,0,0,3,6,750,0,98168,210000,0.5,750.0
792,4,0,0,3,7,1090,670,98133,429950,0.25,1090.0
793,4,0,0,3,9,3200,0,98053,737500,0.5,1600.0
794,4,0,0,5,8,1740,0,98033,710000,0.5,1740.0
795,3,0,0,3,8,2100,0,98065,470000,0.6666666666666666,1050.0
796,4,0,0,4,12,4270,0,98077,1100000,1.0,4270.0
797,3,0,0,3,7,1340,0,98103,650000,0.6666666666666666,670.0
799,3,0,0,3,8,1630,0,98034,422120,0.6666666666666666,815.0
800,5,0,0,3,9,2990,0,98011,625000,0.4,1495.0
801,4,0,0,3,6,1550,0,98126,385200,0.25,775.0
802,3,0,0,3,8,1690,0,98029,500000,0.6666666666666666,845.0
803,4,0,0,3,8,1960,0,98042,308000,0.5,980.0
804,3,0,0,5,8,1360,1030,98006,565000,1.0,1360.0
805,3,0,0,3,7,2600,0,98053,581000,0.6666666666666666,1300.0
806,3,0,0,3,8,1950,0,98042,361000,0.6666666666666666,1950.0
807,3,0,0,4,7,1250,0,98008,345000,0.3333333333333333,1250.0
808,2,0,0,3,8,840,340,98122,419000,1.0,420.0
809,3,0,0,3,7,1680,0,98056,347000,0.6666666666666666,840.0
810,4,0,0,3,9,2220,0,98075,625000,0.5,1110.0
812,3,0,0,3,8,2660,0,98010,379000,1.0,1330.0
813,3,0,0,3,7,1150,0,98029,310000,0.6666666666666666,575.0
814,2,0,0,4,6,1130,0,98030,250000,1.0,1130.0
815,5,0,0,3,9,2760,0,98059,682000,0.6,1380.0
816,3,0,0,3,7,1430,0,98022,246500,0.6666666666666666,1430.0
817,3,0,0,4,5,1490,0,98092,325000,0.3333333333333333,745.0
818,4,0,0,3,8,2030,0,98031,310950,0.5,1015.0
819,3,0,2,5,9,1890,1120,98199,1100000,0.6666666666666666,945.0
820,3,0,0,4,7,1130,680,98133,287500,0.3333333333333333,1130.0
821,3,0,0,4,7,1130,680,98133,431000,0.3333333333333333,1130.0
822,3,0,0,3,6,970,0,98118,226000,0.3333333333333333,970.0
823,3,0,0,5,7,1510,500,98103,825000,0.6666666666666666,755.0
824,4,0,0,3,6,1300,0,98168,175000,0.25,650.0
825,3,0,0,3,7,1260,0,98008,465750,0.6666666666666666,1260.0
826,4,0,0,3,8,2610,0,98075,659000,0.5,1305.0
827,3,0,3,3,8,1110,800,98115,595000,0.6666666666666666,1110.0
828,3,0,0,4,8,1780,0,98058,350000,0.6666666666666666,890.0
829,4,0,0,4,8,1900,0,98023,270000,0.5,1900.0
830,6,0,2,3,7,1340,1110,98008,662500,0.3333333333333333,1340.0
831,3,0,0,4,5,1380,0,98001,249900,0.6666666666666666,1380.0
832,3,0,0,4,7,1230,690,98023,324500,0.6666666666666666,1230.0
833,2,0,0,3,8,1350,0,98053,430000,1.0,1350.0
834,2,0,0,3,8,1350,0,98053,419950,1.0,1350.0
835,4,0,2,4,8,1290,1220,98032,285000,0.5,1290.0
836,4,0,0,3,8,2470,0,98092,332000,0.5,1235.0
837,4,0,0,3,7,960,700,98168,282000,0.5,960.0
838,3,0,0,3,7,940,400,98133,320000,0.3333333333333333,940.0
839,3,0,0,4,7,1620,0,98006,428750,0.3333333333333333,810.0
840,3,0,0,3,8,2300,0,98022,330000,0.6666666666666666,1150.0
841,4,0,0,3,8,2000,0,98177,456500,1.0,666.6666666666666
842,3,0,0,4,8,1640,0,98059,352000,0.6666666666666666,1640.0
843,4,0,0,4,7,1530,0,98105,664000,0.5,765.0
844,3,0,0,3,9,2190,1810,98011,628000,0.6666666666666666,2190.0
845,3,0,0,3,7,1080,530,98052,512000,0.6666666666666666,1080.0
846,3,0,0,4,7,1450,620,98023,254000,0.6666666666666666,1450.0
847,4,0,0,3,8,1900,0,98029,535800,0.5,950.0
848,3,0,0,4,7,1050,0,98038,287653,0.3333333333333333,1050.0
849,3,0,0,3,8,1180,340,98136,438000,0.6666666666666666,590.0
850,4,0,0,3,7,1750,640,98028,450000,0.5,1750.0
851,5,0,0,3,8,2400,0,98092,327000,0.6,1200.0
852,4,0,0,3,7,1790,0,98059,370500,0.5,895.0
853,3,0,0,3,7,1720,0,98038,265000,0.6666666666666666,860.0
854,4,0,0,4,8,1800,1180,98056,450000,0.75,1800.0
855,3,0,3,5,8,1520,0,98027,425000,0.3333333333333333,760.0
